Event Number,Company Name,Company City,Company Postal Code,Company Province/Territory,Circumstance(s),Result Of A Class Location Change,Distance To Closest Building,Length Of Replacement Pipe,Integrity Dig,Dig Count,Activity Unplanned,Commencement Date,Completion Date,Event Creation Date,Submission Date,Pipeline Name,Pipeline Outside Diameter,Pipeline Length,Commodity Carried,Facility Name,Facility Type,Province/Territory,Nearest Populated Centre,New Land Area Needed,New Permanent Land Needed,Activity Acquiring New Private Land,Activity Acquiring New Land In Agreement With Landowner,Activity Acquiring New Land Under Compliance,Land Within Critical Habitat,New Temporary Land Needed,Provincial and federal authorities been consulted,Activity Crossing Water Body,Vehicle Crossing Count,Activity Following DFO Fish Measures For Crossing,Ground Disturbance Near Water Required,Fish Present,In Stream Work Required,Activity Following DFO Fish Measures For In Stream Work,Species At Risk Present At Activity Site,Activity Using Navigable Water,Navigable Water Frozen Or Dry,Navigable Water Activity Meeting Transport Canada Minor Works And Waters Order,In Stream Activity Start Date,In Stream Activity End Date,Restricted Activity Start Date,Restricted Activity End Date
OM2020-310,Trans Québec and Maritimes Pipeline Inc.,Calgary,T2P 5H1,Quebec,"Ground disturbance using power-operated equipment within 30 m of a wetland  or a water body, or within 30 m of the substrate of a wetland or water body",,,,No,,No,09/25/2020,03/31/2021,08/27/2020,08/27/2020,Lateral: Boisbriand,,,,,,Quebec,Boisbriand,,,No,No,No,No,,,No,,No,Yes,Yes,No,No,No,No,No,No,,,,
OM2020-309,Trans Québec and Maritimes Pipeline Inc.,Calgary,T2P 5H1,Quebec,"Ground disturbance using power-operated equipment within 30 m of a wetland  or a water body, or within 30 m of the substrate of a wetland or water body",,,,No,,No,09/25/2020,03/28/2021,08/25/2020,08/27/2020,Lateral: Boisbriand,,,,,,Quebec,Boisbriand,,,No,No,No,No,,,No,,No,Yes,No,No,No,No,No,No,No,,,,
OM2020-308,TransCanada PipeLines Limited,Calgary,T2P 5H1,Quebec,"Ground disturbance using power-operated equipment within 30 m of a wetland  or a water body, or within 30 m of the substrate of a wetland or water body",,,,Yes,3.0,No,09/24/2020,03/21/2021,08/25/2020,08/26/2020,Line 700-2,,,,,,Quebec,Les Cèdres,,,No,No,No,No,,,No,,No,Yes,Yes,Yes,Yes,No,No,No,No,,,,
OM2020-307,Trans Mountain Pipeline ULC,,,Alberta,"Ground disturbance using power-operated equipment within 30 m of a wetland  or a water body, or within 30 m of the substrate of a wetland or water body",,,,Yes,1.0,No,09/24/2020,09/23/2021,08/26/2020,08/26/2020,"""Inactive TMPL 24"""" Mainline (no commodity currently  carried)""			",609.6,147.0,Crude Oil,,,Alberta,Jasper,,,No,No,No,No,,,Yes,3.0,Yes,Yes,Yes,Yes,Yes,No,No,No,No,,,,
OM2020-306,Trans Mountain Pipeline ULC,,,Alberta,"Ground disturbance using power-operated equipment within 30 m of a wetland  or a water body, or within 30 m of the substrate of a wetland or water body",,,,Yes,1.0,No,09/24/2020,08/23/2021,08/26/2020,08/26/2020,"""Inactive TMPL 24"""" Mainline (no commodity currently  carried)""			",609.6,147.0,Crude Oil,,,Alberta,Jasper,,,No,No,No,No,,,Yes,3.0,Yes,Yes,Yes,Yes,Yes,No,No,No,No,,,,
OM2020-305,Trans Mountain Pipeline ULC,,,Alberta,"Ground disturbance using power-operated equipment within 30 m of a wetland  or a water body, or within 30 m of the substrate of a wetland or water body",,,,Yes,1.0,No,09/24/2020,08/23/2021,08/26/2020,08/26/2020,"""Inactive TMPL 24"""" Mainline (no commodity currently  carried)""			",609.6,147.0,Crude Oil,,,Alberta,Jasper,,,No,No,No,No,,,No,,No,Yes,No,No,No,No,No,No,No,,,,
OM2020-304,Trans Mountain Pipeline ULC,,,Alberta,"Ground disturbance using power-operated equipment within 30 m of a wetland  or a water body, or within 30 m of the substrate of a wetland or water body",,,,Yes,1.0,No,09/24/2020,09/23/2021,08/26/2020,08/26/2020,"""Inactive TMPL 24"""" Mainline (no commodity currently  carried)""			",609.6,147.0,Crude Oil,,,Alberta,Jasper,,,No,No,No,No,,,No,,No,Yes,No,No,No,No,No,No,No,,,,
OM2020-303,Enbridge Pipelines Inc.,Edmonton,T5J 3S4,Saskatchewan,"Ground disturbance using power-operated equipment within 30 m of a wetland  or a water body, or within 30 m of the substrate of a wetland or water body",,,,Yes,1.0,No,09/25/2020,03/31/2021,08/26/2020,08/26/2020,Line 3,,,,,,Saskatchewan,"Pense, SK",,,No,No,No,No,,,No,,No,Yes,No,No,No,No,No,No,No,,,,
OM2020-302,TransCanada PipeLines Limited,Calgary,T2P 5H1,Ontario,"Ground disturbance using power-operated equipment within 30 m of a wetland  or a water body, or within 30 m of the substrate of a wetland or water body",,,,No,1.0,No,09/22/2020,12/31/2020,08/24/2020,08/24/2020,LINE 100-1,,,,,,Ontario,Kenora,,,No,No,No,No,,,No,,No,Yes,Yes,No,No,No,No,No,No,,,,
OM2020-301,Plains Midstream Canada ULC,Calgary,T2P 0A7,Ontario,"Exposure of the pipe surface for the purposes of integrity assessments, repairs or removing an existing section of pipe and putting a new section in its place in areas where there are residences, or where there is a school, hospital, prison, or other institution where people routinely congregate in large groups (more than 50 people), within the emergency planning zone or within 200 m of the proposed activity (whichever is greater)",,150.0,,Yes,1.0,No,09/18/2020,03/15/2021,08/20/2020,08/20/2020,Eastern Delivery System North (EDS-N) - Windsor-Sarnia,,,,,,Ontario,Chatham,,,No,No,No,No,,,No,,No,No,No,No,No,No,No,No,No,,,,
OM2020-300,Enbridge Southern Lights GP Inc. on behalf of Enbridge Southern Lights LP,Edmonton,T6H 3S4,Saskatchewan,"Ground disturbance using power-operated equipment within 30 m of a wetland  or a water body, or within 30 m of the substrate of a wetland or water body",,,,Yes,1.0,No,09/18/2020,03/31/2021,08/19/2020,08/19/2020,Line 13,,,,,,Saskatchewan,"Wawota, SK",,,No,No,No,No,,,No,,No,Yes,No,No,No,No,No,No,No,,,,
OM2020-299,Enbridge Pipelines Inc.,Calgary,T2P 3L8,Saskatchewan,"Ground disturbance using power-operated equipment within 30 m of a wetland  or a water body, or within 30 m of the substrate of a wetland or water body",,,,Yes,1.0,No,09/18/2020,03/31/2021,08/19/2020,08/19/2020,Line 3,,,,,,Saskatchewan,"Loreburn, SK",,,No,No,No,No,,,No,,No,Yes,No,No,No,No,No,No,No,,,,
OM2020-298,Enbridge Pipelines Inc.,Calgary,T2P 3L8,Saskatchewan,"Ground disturbance using power-operated equipment within 30 m of a wetland  or a water body, or within 30 m of the substrate of a wetland or water body",,,,Yes,1.0,No,09/18/2020,03/31/2021,08/19/2020,08/19/2020,Line 3,,,,,,Saskatchewan,"Chamberlain, SK",,,No,No,No,No,,,No,,No,Yes,No,No,No,No,No,No,No,,,,
OM2020-297,Enbridge Pipelines Inc.,Edmonton,T5J 3S4,Ontario,"Ground disturbance using power-operated equipment within 30 m of a wetland  or a water body, or within 30 m of the substrate of a wetland or water body",,,,Yes,1.0,No,09/17/2020,03/31/2021,08/18/2020,08/18/2020,Line 6,,,,,,Ontario,Mooretown,,,No,No,No,No,,,No,,No,Yes,Yes,No,No,No,No,No,No,,,,
OM2020-296,Enbridge Southern Lights GP Inc. on behalf of Enbridge Southern Lights LP,Calgary,T2P 3L8,Saskatchewan,"Ground disturbance using power-operated equipment within 30 m of a wetland  or a water body, or within 30 m of the substrate of a wetland or water body",,,,Yes,1.0,No,09/16/2020,03/31/2021,08/17/2020,08/17/2020,Line 13,,,,,,Saskatchewan,"Fairlight, SK",,,No,No,No,No,,,No,,No,Yes,No,No,No,No,No,No,No,,,,
OM2020-295,Trans Mountain Pipeline ULC,,,Alberta,"Ground disturbance using power-operated equipment within 30 m of a wetland  or a water body, or within 30 m of the substrate of a wetland or water body",,,,Yes,1.0,Yes,08/20/2020,08/19/2021,08/14/2020,08/14/2020,"""Inactive TMPL 24"""" Mainline (no commodity currently  carried)""			",609.6,147.0,Crude Oil,,,Alberta,Jasper,,,No,No,No,No,,,No,,No,Yes,No,No,No,No,No,No,No,,,,
OM2020-294,Trans Mountain Pipeline ULC,,,Alberta,"Ground disturbance using power-operated equipment within 30 m of a wetland  or a water body, or within 30 m of the substrate of a wetland or water body",,,,Yes,1.0,Yes,08/20/2020,08/19/2021,08/14/2020,08/14/2020,"""Inactive TMPL 24"""" Mainline (no commodity currently  carried)""			",609.6,147.0,Crude Oil,,,Alberta,Jasper,,,No,No,No,No,,,No,,No,Yes,Yes,No,No,No,No,No,No,,,,
OM2020-293,Enbridge Pipelines Inc.,Calgary,T2P 3L8,Ontario,New temporary or permanent land is required that is within critical habitat for any Endangered or Threatened species listed on Schedule 1 of the federal Species at Risk Act or is to be acquired in accordance with sections 320-322 of the CER Act.,,,,Yes,1.0,No,09/14/2020,12/31/2020,08/12/2020,08/12/2020,Line 9,,,,,,Ontario,"Milton, ON",0.4,0.0,Yes,Yes,No,Yes,0.4,True,No,,No,Yes,Yes,Yes,Yes,No,No,No,No,,,,
OM2020-293,Enbridge Pipelines Inc.,Calgary,T2P 3L8,Ontario,"Ground disturbance using power-operated equipment within 30 m of a wetland  or a water body, or within 30 m of the substrate of a wetland or water body",,,,Yes,1.0,No,09/14/2020,12/31/2020,08/12/2020,08/12/2020,Line 9,,,,,,Ontario,"Milton, ON",0.4,0.0,Yes,Yes,No,Yes,0.4,True,No,,No,Yes,Yes,Yes,Yes,No,No,No,No,,,,
OM2020-292,Trans Mountain Pipeline ULC,,,British Columbia,"Ground disturbance using power-operated equipment within 30 m of a wetland  or a water body, or within 30 m of the substrate of a wetland or water body",,,,No,,No,09/14/2020,11/30/2020,08/12/2020,08/12/2020,Mainline,,,,,,British Columbia,Blue River,,,No,No,No,No,,,Yes,1.0,Yes,Yes,No,No,No,No,No,No,No,,,,
OM2020-291,Enbridge Pipelines Inc.,Calgary,T2P 3L8,Saskatchewan,"Ground disturbance using power-operated equipment within 30 m of a wetland  or a water body, or within 30 m of the substrate of a wetland or water body",,,,Yes,1.0,No,09/11/2020,03/31/2021,08/12/2020,08/12/2020,Line 3,,,,,,Saskatchewan,"Elbow, SK",,,No,No,No,No,,,No,,No,Yes,No,No,No,No,No,No,No,,,,
OM2020-290,Husky Oil Operations Limited,Calgary,T2P 3G7,Saskatchewan,New temporary or permanent land is required that is within critical habitat for any Endangered or Threatened species listed on Schedule 1 of the federal Species at Risk Act or is to be acquired in accordance with sections 320-322 of the CER Act.,,84.0,,Yes,6.0,No,09/11/2020,10/15/2020,08/11/2020,08/11/2020,Border Pipeline System-Light crude line,,,,LLOYDMINISTER,,Saskatchewan,City of Lloydminster,3.3,,Yes,Yes,Yes,No,,,Yes,0.0,Yes,Yes,No,No,No,No,No,No,No,,,,
OM2020-290,Husky Oil Operations Limited,Calgary,T2P 3G7,Saskatchewan,"Exposure of the pipe surface for the purposes of integrity assessments, repairs or removing an existing section of pipe and putting a new section in its place in areas where there are residences, or where there is a school, hospital, prison, or other institution where people routinely congregate in large groups (more than 50 people), within the emergency planning zone or within 200 m of the proposed activity (whichever is greater)",,84.0,,Yes,6.0,No,09/11/2020,10/15/2020,08/11/2020,08/11/2020,Border Pipeline System-Light crude line,,,,LLOYDMINISTER,,Saskatchewan,City of Lloydminster,3.3,,Yes,Yes,Yes,No,,,Yes,0.0,Yes,Yes,No,No,No,No,No,No,No,,,,
OM2020-290,Husky Oil Operations Limited,Calgary,T2P 3G7,Saskatchewan,"Ground disturbance using power-operated equipment within 30 m of a wetland  or a water body, or within 30 m of the substrate of a wetland or water body",,84.0,,Yes,6.0,No,09/11/2020,10/15/2020,08/11/2020,08/11/2020,Border Pipeline System-Light crude line,,,,LLOYDMINISTER,,Saskatchewan,City of Lloydminster,3.3,,Yes,Yes,Yes,No,,,Yes,0.0,Yes,Yes,No,No,No,No,No,No,No,,,,
OM2020-289,Trans Mountain Pipeline ULC,,,Alberta,"Ground disturbance using power-operated equipment within 30 m of a wetland  or a water body, or within 30 m of the substrate of a wetland or water body",,,,Yes,1.0,Yes,08/20/2020,08/19/2021,08/10/2020,08/10/2020,"""Inactive TMPL 24"""" Mainline (no commodity currently  carried)""			",609.6,147.0,Crude Oil,,,Alberta,Jasper,,,No,No,No,No,,,No,,No,Yes,No,No,No,No,No,No,No,,,,
OM2020-288,Trans Québec and Maritimes Pipeline Inc.,Calgary,T2P 5H1,Quebec,New temporary or permanent land is required that is within critical habitat for any Endangered or Threatened species listed on Schedule 1 of the federal Species at Risk Act or is to be acquired in accordance with sections 320-322 of the CER Act.,,95.0,,No,,No,09/07/2020,03/07/2021,08/07/2020,08/07/2020,Lateral: Quebec Ouest,,,,,,Quebec,Saint-Augustin-de-Desmaures,0.1,,Yes,Yes,Yes,No,,,No,,No,No,No,No,No,No,No,No,No,,,,
OM2020-288,Trans Québec and Maritimes Pipeline Inc.,Calgary,T2P 5H1,Quebec,"Exposure of the pipe surface for the purposes of integrity assessments, repairs or removing an existing section of pipe and putting a new section in its place in areas where there are residences, or where there is a school, hospital, prison, or other institution where people routinely congregate in large groups (more than 50 people), within the emergency planning zone or within 200 m of the proposed activity (whichever is greater)",,95.0,,No,,No,09/07/2020,03/07/2021,08/07/2020,08/07/2020,Lateral: Quebec Ouest,,,,,,Quebec,Saint-Augustin-de-Desmaures,0.1,,Yes,Yes,Yes,No,,,No,,No,No,No,No,No,No,No,No,No,,,,
OM2020-287,NOVA Gas Transmission Ltd.,Calgary,T2P 5H1,Alberta,"Exposure of the pipe surface for the purposes of integrity assessments, repairs or removing an existing section of pipe and putting a new section in its place in areas where there are residences, or where there is a school, hospital, prison, or other institution where people routinely congregate in large groups (more than 50 people), within the emergency planning zone or within 200 m of the proposed activity (whichever is greater)",,12.0,,Yes,1.0,Yes,08/08/2020,09/08/2020,08/07/2020,08/07/2020,ALBERSUN LATERAL (NPS 10 1967) FORT MCMURRAY SECTION,,,,,,Alberta,Fort McMurray,,,No,No,No,No,,,No,,No,No,No,No,No,No,No,No,No,,,,
OM2020-286,Enbridge Southern Lights GP Inc. on behalf of Enbridge Southern Lights LP,Calgary,T2P 3L8,Saskatchewan,"Ground disturbance using power-operated equipment within 30 m of a wetland  or a water body, or within 30 m of the substrate of a wetland or water body",,,,Yes,1.0,No,09/08/2020,03/31/2021,08/07/2020,08/07/2020,Line 13,,,,,,Saskatchewan,"Fairlight, SK",,,No,No,No,No,,,No,,No,Yes,No,No,No,No,No,No,No,,,,
OM2020-285,Trans Mountain Pipeline ULC,Calgary,,Alberta,"Exposure of the pipe surface for the purposes of integrity assessments, repairs or removing an existing section of pipe and putting a new section in its place in areas where there are residences, or where there is a school, hospital, prison, or other institution where people routinely congregate in large groups (more than 50 people), within the emergency planning zone or within 200 m of the proposed activity (whichever is greater)",,70.0,,No,,No,09/07/2020,12/31/2020,08/07/2020,08/07/2020,Mainline,,,,,,Alberta,Wabamum,,,No,No,No,No,,,No,,No,No,No,No,No,No,No,No,No,,,,
OM2020-284,Enbridge Pipelines Inc.,Edmonton,T5J 3S5,Alberta,"Ground disturbance using power-operated equipment within 30 m of a wetland  or a water body, or within 30 m of the substrate of a wetland or water body",,,,No,,No,09/08/2020,03/31/2021,08/06/2020,08/06/2020,Line 2,,,,,,Alberta,"SHERWOOD PARK, AB",,,No,No,No,No,,,No,,No,Yes,No,No,No,No,No,No,No,,,,
OM2020-283,Enbridge Southern Lights GP Inc. on behalf of Enbridge Southern Lights LP,Edmonton,T5J 3S4,Saskatchewan,"Exposure of the pipe surface for the purposes of integrity assessments, repairs or removing an existing section of pipe and putting a new section in its place in areas where there are residences, or where there is a school, hospital, prison, or other institution where people routinely congregate in large groups (more than 50 people), within the emergency planning zone or within 200 m of the proposed activity (whichever is greater)",,165.0,,Yes,1.0,No,09/04/2020,03/31/2021,08/06/2020,08/06/2020,Line 13,,,,,,Saskatchewan,"Maryfield, Sk",,,No,No,No,No,,,No,,No,No,No,No,No,No,No,No,No,,,,
OM2020-282,TransCanada PipeLines Limited,Calgary,T2P 5H1,Ontario,"Exposure of the pipe surface for the purposes of integrity assessments, repairs or removing an existing section of pipe and putting a new section in its place in areas where there are residences, or where there is a school, hospital, prison, or other institution where people routinely congregate in large groups (more than 50 people), within the emergency planning zone or within 200 m of the proposed activity (whichever is greater)",,126.0,,Yes,1.0,No,09/04/2020,03/04/2021,08/06/2020,08/06/2020,LINE 100-1,,,,,,Ontario,Washago,,,No,No,No,No,,,No,,No,Yes,No,No,No,No,No,No,No,,,,
OM2020-282,TransCanada PipeLines Limited,Calgary,T2P 5H1,Ontario,"Ground disturbance using power-operated equipment within 30 m of a wetland  or a water body, or within 30 m of the substrate of a wetland or water body",,126.0,,Yes,1.0,No,09/04/2020,03/04/2021,08/06/2020,08/06/2020,LINE 100-1,,,,,,Ontario,Washago,,,No,No,No,No,,,No,,No,Yes,No,No,No,No,No,No,No,,,,
OM2020-281,Enbridge Southern Lights GP Inc. on behalf of Enbridge Southern Lights LP,Calgary,T2P 3L8,Saskatchewan,"Ground disturbance using power-operated equipment within 30 m of a wetland  or a water body, or within 30 m of the substrate of a wetland or water body",,,,Yes,1.0,No,09/04/2020,03/31/2021,08/06/2020,08/06/2020,Line 13,,,,,,Saskatchewan,"Maryfield, Sk",,,No,No,No,No,,,No,,No,Yes,No,No,No,No,No,No,No,,,,
OM2020-280,Enbridge Southern Lights GP Inc. on behalf of Enbridge Southern Lights LP,Calgary,T2P 3L8,Saskatchewan,"Ground disturbance using power-operated equipment within 30 m of a wetland  or a water body, or within 30 m of the substrate of a wetland or water body",,,,Yes,1.0,No,09/04/2020,03/31/2021,08/06/2020,08/06/2020,Line 13,,,,,,Saskatchewan,"Wawota, SK",,,No,No,No,No,,,No,,No,Yes,No,No,No,No,No,No,No,,,,
OM2020-279,Centra Transmission Holdings Inc.,Emo,P0W 1E0,Ontario,"Exposure of the pipe surface for the purposes of integrity assessments, repairs or removing an existing section of pipe and putting a new section in its place in areas where there are residences, or where there is a school, hospital, prison, or other institution where people routinely congregate in large groups (more than 50 people), within the emergency planning zone or within 200 m of the proposed activity (whichever is greater)",,51.0,,Yes,2.0,Yes,09/01/2020,09/25/2020,08/06/2020,08/06/2020,Rainy River/Fort Frances,,,,FORT FRANCES,,Ontario,Fort Frances,,,No,No,No,No,,,No,,No,No,No,No,No,No,No,No,No,,,,
OM2020-278,Enbridge Pipelines Inc.,Calgary,T2P 3L8,Saskatchewan,"Ground disturbance using power-operated equipment within 30 m of a wetland  or a water body, or within 30 m of the substrate of a wetland or water body",,,,Yes,1.0,No,09/02/2020,03/31/2021,08/04/2020,08/04/2020,Line 3,,,,,,Saskatchewan,"Elbow, SK",,,No,No,No,No,,,No,,No,Yes,No,No,No,No,No,No,No,,,,
OM2020-277,Enbridge Pipelines Inc.,Edmonton,T5J 3S4,Ontario,New temporary or permanent land is required that is within critical habitat for any Endangered or Threatened species listed on Schedule 1 of the federal Species at Risk Act or is to be acquired in accordance with sections 320-322 of the CER Act.,,,,No,,No,09/01/2020,11/17/2020,07/31/2020,07/31/2020,SUNCOR LATERAL,,,,,,Ontario,City of Sarnia,0.3,0.0,Yes,Yes,No,Yes,0.3,True,No,,No,No,No,No,No,No,No,No,No,,,,
OM2020-276,Trans Québec and Maritimes Pipeline Inc.,Calgary,T2P 5H1,Quebec,"Ground disturbance using power-operated equipment within 30 m of a wetland  or a water body, or within 30 m of the substrate of a wetland or water body",,,,Yes,1.0,No,08/28/2020,02/28/2021,07/30/2020,07/30/2020,Mainline,,,,,,Quebec,Vaudreuil-Dorian,,,No,No,No,No,,,No,,No,Yes,No,No,No,No,No,No,No,,,,
